Site,Date deployed,Time deployed ,24 hour trial?,Date pulled,Time pulled,Treatment,Square number,Scallop Number,Status when pulled,Post processing mark,Post processing predation analysis ,Notes
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,1,clucker,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,2,clucker,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,3,clucker,small pry,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,4,unhinged,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,5,half,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,6,clucker,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,7,clucker,notch,whelk,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,8,unhinged,chip,crab,
Cow Yard,8/2/2022,3:00:00 PM,yes,8/3/2022,2:00 PM,Control,3,9,unhinged,none,unknown,
Cow Yard,8/2/2022,3:00:00 PM,no,8/15/2022,2:30 PM,Control,3,10,clucker,ear chip,unknown,"boring polychatete damage, can't tell if ear chip from line or not"
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,1,1,clucker,hole and chip,spider crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,1,2,clucker,slight whelk notch,unknown,notch could be natural growth pattern
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,1,3,clucker,slight crab pry,unknown,mud crab inside
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,1,4,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,1,5,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,1,6,clucker,none,unknown,boring polychaete damage
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,1,7,clucker,pry,small crab,"shell damage, full of holes"
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,1,8,clucker,notch,whelk,notch on side of shell
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,1,9,clucker,notch,whelk,notch on side of shell
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,1,10,clucker,notch,whelk,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,1,clucker,pry,small crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,2,clucker,none,unknown,boring polychaete damage
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,3,clucker,notch,whelk,also ear chip
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,4,clucker,none,unknown,boring polychaete damage
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,5,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,6,unhinged,notch,whelk,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,2,7,unhinged,hole,spider crab,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,2,8,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,2,9,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Cage,2,10,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,1,clucker,notch,whelk,bunch of little holes....boring polychaete?
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,2,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,3,clucker,notch,whelk,mud crab inside
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,4,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,5,clucker,pry,small crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,6,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,7,clucker,small pry,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,8,clucker,pry,small crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,9,clucker,big chip,crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Cage,3,10,half shell,none,unknown,polychaete shell damage
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,1,clucker,none,unknown,very small potential pry
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,2,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,3,clucker,chip,crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,4,clucker,notch,whelk,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,5,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,6,unhinged,ear chip,crab,damaged ear
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,7,half shell,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,8,unhinged,chip,crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,1,9,unhinged,chip,crab,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Control,1,10,did not recover,unsure,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,1,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,2,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,3,unhinged,smal pry marks,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,4,clucker,notch,whelk,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,5,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,6,unhinged,pry,small crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,7,unhinged,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,8,unhinged,smal pry marks,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,9,unhinged,pry,small crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,2,10,half shell,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,1,clucker,pry,small crab,boring polychaete damage
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,2,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,3,clucker,none,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,4,clucker,notch,whelk,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,5,clucker,none ,unknown,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,6,clucker,ear chip,crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,7,unhinged,chip,crab,
Orient Point,9/19/2022,11:30 AM,yes,9/20/2022,10:30 AM,Control,3,8,half shell,pry,unknown,
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Control,3,9,clucker,chip,crab,boring polychaete damage
Orient Point,9/19/2022,11:30 AM,no,10/10/2022,10:30 AM,Control,3,10,half shell,ear chip,unknown,ear chip could have been from line
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,1,1,clucker,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,1,2,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,1,3,unhinged,ear chip,crab,boring polychaete damage
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,1,4,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,1,5,half shell,chip,crab,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,1,6,clucker,notch,whelk,boring polychaete damage
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,1,7,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,1,8,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,1,9,unhinged,none,unknown,damage on ear likely from line
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,1,10,unhinged,ear damage,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,1,clucker,none,unknown,boring polychaete damage
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,2,clucker,none,unknown,boring polychaete damage
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,3,clucker,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,4,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,5,clucker,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,6,clucker,ear chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,7,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,8,unhinged,small pry mark,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,2,9,half shell,ear damage,crab,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,2,10,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,1,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,2,clucker,notch,whelk,"boring polychaete damage, notch small"
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,3,unhinged,OD hole,OD,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,4,clucker,pry,small crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,5,clucker,pry and ear chip,crab,"boring polychaete damage, notch small"
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,6,half shell,small pry,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Cage,3,7,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,3,8,half shell,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,3,9,damaged clucker,damage,crab,only a bit of the other side/glue hanging on
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Cage,3,10,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,1,clucker,none,unknown,"boring polychaete damage, notch small"
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,2,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,3,clucker,pry,unknown,pry at top of shell
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,4,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,5,clucker,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,1,6,unhinged,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,1,7,clucker,notch,whelk,5 ODs inside 
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,1,8,clucker,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,1,9,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,1,10,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,2,1,clucker,none,unknown,very small potential pry
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,2,2,clucker,pry,small crab,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,2,3,half shell,chip,crab,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,4,clucker,notch,whelk,small notch
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,5,unhinged,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,no,9/20/2022,12:30 PM,Control,2,6,unhinged,chip,crab,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,7,half shell,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,8,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,9,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,2,10,did not recover,unsure,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,3,1,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,3,2,clucker,ear chip,unknown,can't tell if ear chip is from line
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,3,3,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,yes,9/20/2022,12:30 PM,Control,3,4,half shell,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,5,clucker,chip,crab,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,6,clucker,none,unknown,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,7,unhinged,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,8,unhinged,notch,whelk,
NW Harbor,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,9,half shell,none,unknown,
Mattituck,9/19/2022,12:45 PM,no,10/10/2022,12:30 PM,Control,3,10,did not recover,unsure,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,1,clucker,notch,whelk,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,2,clucker,none,unknown,boring polychaete
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,3,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,4,clucker,pry,small crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,5,clucker,ear chip,crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,1,6,unhinged,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,1,7,unhinged,chip,crab,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,1,8,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,1,9,did not recover,unsure,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,1,10,did not recover,unsure,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,2,1,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,2,2,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,2,3,clucker,pry marks,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,2,4,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,5,half shell,crack,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,6,clucker,notch,whelk,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,7,unhinged,notch,whelk,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,8,unhinged,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,9,unhinged,pry marks,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,2,10,half shell,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,3,1,clucker,small ear chip,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,3,2,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,3,3,clucker,chip,crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Cage,3,4,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,5,clucker,none,unknown,evidence of boring polychaete
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,6,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,7,"half shell, ear attached",ear damage,crab,evidence of boring polychaete
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,8,unhinged,ear chip,crab,what looks like a notch is probably just natural growth variation
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,9,broken half shell,cracked,crab,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Cage,3,10,did not recover,unsure,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,1,1,clucker,none,uknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,1,2,clucker,pry,small crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,1,3,clucker,none,uknown,evidence of boring polychaete
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,1,4,unhinged,ear chip,uknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,5,clucker,"OD hole, slight whelk notch",OD,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,6,clucker,small pry,unknown,evidence of boring polychaete
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,7,clucker,notch,whelk,evidence of boring polychaete
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,8,half shell,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,9,unhinged,pry,small crab,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,1,10,clucker,chip,crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,1,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,2,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,3,clucker,pry,small crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,4,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,5,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,6,clucker,pry,small crab,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,7,unhinged,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,8,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,2,9,unhinged,chip,crab,
Mattituck,9/19/2022,2:10 PM,no,10/10/2022,2:00 PM,Control,2,10,clucker,ear chip,crab,"boring polychaete damage, "
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,3,1,clucker,notch,whelk,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,3,2,clucker,notch,whelk,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,3,3,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,yes,9/20/2022,2:00 PM,Control,3,4,clucker,none,unknown,
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,5,clucker,none,unknown,"boring polychaete damage, "
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,6,clucker,2 OD holes,OD,
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,7,unhinged,pry,small crab,pry is small
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,8,unhinged,notch,whelk,
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,9,unhinged,ear chip,crab,
Mattituck,9/19/2022,2:10 PM,no,9/20/2022,2:00 PM,Control,3,10,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,1,1,clucker,none,unknown,weak shell
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,1,2,unhinged,broken,crab,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,1,3,broken shard,shell piece,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,4,clucker,OD holes,OD,mud crab inside
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,5,clucker,OD hole,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,6,clucker,OD hole,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,7,clucker,crack/hole punch,spider crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,8,half shell,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,9,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,1,10,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,2,1,clucker,notch,whelk,ear broke while I was processing
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,2,2,clucker,none,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,2,3,clucker,"broken, massive hole",spider crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,4,clucker,notch,whelk,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,5,clucker,notch,whelk,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,6,clucker,none,unknown,"lots of little holes, boring polychaete"
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,7,half shell,OD hole,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,8,unhinged,OD hole,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,9,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,2,10,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,2,1,clucker,notch,whelk,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,3,2,clucker,none,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Cage,3,3,unhinged,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,4,unhinged,OD hole,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,5,unhinged,OD hole,OD,small potential pry
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,6,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,7,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,8,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,9,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Cage,3,10,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,1,1,clucker,none,unknown,really small potential pry
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,1,2,clucker,small pry,small crab,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,1,3,unhinged,none,unknown,boring polychaete damage
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,1,4,unhinged,small hole,spider crab,boring polychaete damage
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,5,unhinged,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,6,unhinged,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,7,half shell,chip,crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,8,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,9,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,1,10,did not recover,unsure,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,2,1,clucker,broken,crab,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,2,2,unhinged,chip,crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,3,clucker,none,unknown,boring polychaete damage
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,4,unhinged,ear chip,crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,5,unhinged,none,unknown,bunch of little holes
